왕눈해	32
왕자리	48
왕콘치	34
왕큰부리	66
요가랑	82
요가램	82
요테리	63
우츠동	13
우츠보트	13
우파	36
워글	64
원시가이오가	40
원시그란돈	73
윈디	24
유니란	90
유크시	89
유토브	63
윤겔라	85
조로아	111
조로아크	111
종이신도	22
주리비얀	18
주뱃	68
줄무마	79
쥬레곤	33
쥬쥬	33
쥬피썬더	75
지가르데(10%폼)	116
지가르데(50%폼)	116
지가르데(퍼펙트폼)	116
지그제구리	58
지라치	100
지우개굴닌자	44
직구리	58
진주몽	39
질뻐기	69
질뻐기(알로라의 모습)	69
질퍽이	69
야도킹	33
야돈	33
야부엉	57
약어리(군집의 모습)	45
약어리(단독의 모습)	45
어니부기	31
어둠대신	102
어지리더	52
어흥염	30
얼루기	60
얼음귀신	106
에나비	60
에레브	77
에레키드	77
에레키블	77
에리본	53
에몽가	79
에브이	85
에블리	53
에이팜	57
엘레이드	87
엘리게이	35
유토브	63
윤겔라	85
으랏차	82
음뱃	118
음번	118
이벨타르	112
이브이	56
이븐곰	66
이상해꽃	12
이상해씨	12
이상해풀	12
이어롤	61
이어롭	61
일레도리자드	80
입치트	99
잉어킹	35
잎새코	15
자마슈	21
자말라	67
자망칼	111
자포코일	75
잠만보	62
장크로다일	35
쟝고	60
질뻐기	69
질뻐기(알로라의 모습)	69
질퍽이	69
질퍽이(알로라의 모습)	69
짜랑고우	117
짜랑고우거	117
짜랑꼬	117
짜랑랑	21
쪼마리	52
찌르꼬	61
찌르버드	61
찌르호크	61
찌리리공	75
차오꿀	28
철시드	19
철화구야	101
체리꼬	17
체리버	17
초라기	36
초염몽	27
총어	37
춤추새(이글이글스타일)	31
춤추새(파칙파칙스타일)	80
장크로다일	35
쟝고	60
저리더프	79
저리릴	79
저리어	79
전룡	76
전수목	80
전지충이	53
전툴라	52
절각참	111
점토도리	73
제르네아스	120
제브라이카	79
제크로무	115
춤추새(이글이글스타일)	31
춤추새(파칙파칙스타일)	80
춤추새(하늘하늘스타일)	104
춤추새(훌라훌라스타일)	91
치갈기	46
치라미	64
치라치노	64
치렁	88
치릴리	19
치코리타	14
칠색조	26
침바루	36
카스쿤	49
카포에라	81
카푸꼬꼬꼭	80
카푸나비나	91
카푸느지느	46
카푸브루루	22
칼라마네로	112
캐스퐁	60
캐스퐁(빗방울의 모습)	60
캐스퐁(설운의 모습)	60
캐스퐁(태양의 모습)	60
캐이시	85
캐터피	46
캥카	56
케르디오	44
켄타로스	56
켄호로우	63
켈리몬	61
코고미	108
코리갑	72
코바르온	101
타타륭	105
탕구리	72
탱그릴	43
탱탱겔	43
터검니	115
턱지충이	53
텅구리	72
텅구리(알로라의 모습)	24
텅비드	98
테라키온	96
테르나	29
테오키스	88
테일로	59
토게데마루	80
토게키스	118
토게틱	118
토게피	118
토네로스(영물폼)	118
토네로스(화신폼)	118
토대부기	16
코고미	108
코리갑	72
코바르온	101
코뿌리	72
코산호	36
코스모그	92
코스모움	92
코일	75
코코리	72
코코파스	94
코터스	27
콕코구리	66
콘치	34
콘팡	47
콩둘기	63
큐레무	116
큐레무(블랙큐레무)	116
큐레무(화이트큐레무)	116
큐아링	120
크라파	66
크랩	34
크레베이스	108
크레세리아	89
크로뱃	69
토네로스(영물폼)	118
토네로스(화신폼)	118
토대부기	16
토쇠골	82
토중몬	49
톱치	72
통통코	14
투구	93
투구뿌논	53
투구푸스	93
툰베어	108
트로피우스	16
트리미앙	65
트리토돈	41
티고라스	97
파라섹트	47
파라스	47
파르빗	65
파르셀	33
파르토	65
파비코	60
파비코리	113
파오리	55
크레세리아	89
크로뱃	69
크리만	115
클레피	101
키링키	58
키요공	45
킬가르도	101
킬리아	87
킹드라	34
킹크랩	34
타격귀	83
타만타	41
타입:널	67
파비코리	113
파오리	55
파이리	23
파이숭이	27
파이어	25
파이어로	29
파쪼옥	52
파치리스	79
판짱	84
패리퍼	38
팬텀	102
팽도리	40
팽태자	40
펄기아	41
펌킨인	104
페라페	62
페로코체	54
페르시온	55
페르시온(알로라의 모습)	108
페이검	48
펜드라	51
포곰곰	66
포니타	24
포챠나	110
피그점프	88
피그킹	88
피오네	42
피죤	54
피죤투	54
피츄	76
피카츄	76
피콘	48
픽시	118
핑복	62
하데리어	63
하랑우탄	67
하리뭉	82
하마돈	73
한바이트	115
한카리아스	115
할비롱	67
핫삼	47
해골몽	103
포곰곰	66
포니타	24
포챠나	110
포푸니	109
포푸니라	109
폭거북스	31
폭음룡	59
폭타	27
폴리곤	57
폴리곤2	57
폴리곤Z	57
푸린	57
푸크린	57
푸푸린	57
푸호꼬	29
프레프티르	120
프로토가	43
프리져	105
프리지오	108
프테라	94
플라베베	119
플라엣테	119
플라이곤	73
플라제스	119
할비롱	67
핫삼	47
해골몽	103
해너츠	14
해루미	14
해무기	46
해피너스	62
헌테일	39
헤라크로스	48
헬가	109
형광어	41
형사구스	66
호바귀	104
홍수몬	81
화강돌	103
화살꼬빈	65
화염레오	29
활화르바	52
후딘	85
후파(굴레를 벗어난 후파)	91
후파(굴레에 빠진 후파)	91
휠구	51
흉내내	88
흔들풍손	103
플라이곤	73
플라제스	119
플러시	77
플로젤	41
흉내내	88
흔들풍손	103
히드런	27
히포포타스	73
